mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,spectral_centroid,spectral_rolloff,spectral_bandwidth,zero_crossing_rate,tempo,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,era,file_path
-92.60140991210938,63.69905090332031,26.84877586364746,27.397998809814453,9.714801788330078,14.033452987670898,1.1756423711776733,13.12472152709961,-0.5259683728218079,6.372337818145752,-2.367323875427246,-4.003615379333496,-5.2733964920043945,67.9066162109375,41.93317413330078,31.83197784423828,21.64813804626465,19.454532623291016,14.495322227478027,16.12367057800293,14.721116065979004,13.569961547851562,12.685624122619629,12.19741439819336,9.718554496765137,10.457350730895996,2907.926840737423,6081.021562227893,2816.7197887430416,0.12327174136513158,143.5546875,0.536738932132721,0.4590094983577728,0.4451814889907837,0.6856116652488708,0.5300818681716919,0.4185873568058014,0.45078927278518677,0.5190284848213196,0.5485115051269531,0.524011492729187,0.49423331022262573,0.4891780614852905,modern,data/train/modern/147267.mp3
-79.1518783569336,118.22289276123047,-15.302657127380371,30.51082992553711,-1.5903308391571045,10.079869270324707,-1.9963133335113525,7.701120376586914,0.34159111976623535,6.919802188873291,0.09054075926542282,2.205751657485962,-3.96185040473938,66.39461517333984,28.21725845336914,23.252283096313477,18.829383850097656,13.132841110229492,13.250312805175781,9.788859367370605,10.459490776062012,11.77513599395752,12.307506561279297,8.801709175109863,10.158050537109375,9.870129585266113,1733.554936791454,3529.919140473712,2005.5907655130416,0.07456066034082107,107.666015625,0.33362850546836853,0.38217300176620483,0.5157555937767029,0.5063198208808899,0.48012876510620117,0.4040244519710541,0.3602702021598816,0.4005935490131378,0.46882548928260803,0.4166789650917053,0.3222362995147705,0.2801707088947296,modern,data/train/modern/121312.mp3
-21.985519409179688,80.2488021850586,-38.730873107910156,19.024202346801758,-18.372802734375,-2.0310511589050293,-13.29464340209961,-1.444788932800293,-9.16124439239502,-1.3445922136306763,-4.988979816436768,3.216278314590454,-2.6798558235168457,57.355567932128906,41.29425048828125,20.482553482055664,20.231176376342773,19.51702117919922,17.60288429260254,12.553475379943848,11.102859497070312,10.278465270996094,10.806801795959473,9.55188274383545,9.619997024536133,10.004910469055176,2532.374429773876,4487.372865470201,2078.4130245266338,0.15367480771091332,95.703125,0.3942311704158783,0.4141872227191925,0.4023125171661377,0.41365689039230347,0.3987421691417694,0.3500634431838989,0.2801344692707062,0.32103919982910156,0.36591076850891113,0.3891947865486145,0.49116718769073486,0.45953935384750366,modern,data/train/modern/121316.mp3
-83.08808898925781,98.33358001708984,1.129559874534607,22.619470596313477,6.7671637535095215,13.362945556640625,2.1868464946746826,4.941068649291992,-3.999765634536743,5.038812637329102,-4.903037071228027,1.6937010288238525,3.9233338832855225,93.46977233886719,24.595693588256836,25.665422439575195,16.514188766479492,12.945426940917969,11.407320022583008,8.945779800415039,10.237826347351074,9.780601501464844,8.70219898223877,8.748150825500488,7.407454967498779,7.569634437561035,2034.2585768361794,4341.32374860923,2383.884320077808,0.08230713646478328,99.38401442307692,0.548324704170227,0.41178634762763977,0.45852306485176086,0.47902265191078186,0.6491506695747375,0.44258442521095276,0.3212345242500305,0.37926748394966125,0.4071531593799591,0.4460468590259552,0.4105096459388733,0.523806095123291,modern,data/train/modern/128443.mp3
-242.9999237060547,118.27204895019531,-17.086181640625,4.489279747009277,-2.046363353729248,1.3456690311431885,3.704420328140259,5.385231018066406,1.546912670135498,-2.2452969551086426,-0.7554919123649597,2.340772867202759,-1.7143077850341797,100.8407974243164,34.93111038208008,19.47519302368164,18.0413875579834,11.433290481567383,14.694202423095703,9.131553649902344,9.269586563110352,8.553665161132812,7.921349048614502,7.565699577331543,9.316222190856934,7.480601787567139,1698.6333260898032,3303.595334739301,1956.9111931645834,0.07654669042893106,64.599609375,0.34209227561950684,0.6529987454414368,0.30352669954299927,0.2777145206928253,0.3582872748374939,0.23548351228237152,0.3076067864894867,0.3077002763748169,0.7173157930374146,0.3578314185142517,0.30542054772377014,0.29854676127433777,modern,data/train/modern/154308.mp3
3.9015071392059326,61.62437057495117,-0.8293436169624329,29.89103889465332,11.245746612548828,12.391115188598633,1.830345869064331,8.624396324157715,-1.3662667274475098,6.691941738128662,-4.209217548370361,2.987283706665039,-1.1816155910491943,32.79701232910156,19.879379272460938,14.057011604309082,12.517276763916016,11.196595191955566,7.94856071472168,9.290236473083496,9.2109956741333,9.149446487426758,8.478557586669922,7.571844100952148,7.3484039306640625,6.983702182769775,3021.1196925131358,6393.960252166441,2804.856381521206,0.14141472211463982,86.1328125,0.5493857860565186,0.5003218054771423,0.5042973756790161,0.4186569154262543,0.3867022693157196,0.4308204650878906,0.32570013403892517,0.3386051058769226,0.2881636619567871,0.32132527232170105,0.38198286294937134,0.4308035373687744,modern,data/train/modern/128927.mp3
-44.08479309082031,101.1821517944336,9.30935001373291,29.468156814575195,11.371726989746094,10.020746231079102,-2.2946345806121826,9.884089469909668,-3.127063512802124,6.9725775718688965,0.7081010341644287,1.7779802083969116,6.405098915100098,53.622962951660156,31.221986770629883,25.53849220275879,17.746517181396484,16.620431900024414,15.049875259399414,11.835071563720703,11.39749526977539,10.770280838012695,8.59754753112793,9.014540672302246,7.963479995727539,7.843108654022217,1919.8539980730538,4229.66609045448,2378.405401259175,0.06550716246613777,107.666015625,0.42103204131126404,0.316945880651474,0.3522966206073761,0.39881283044815063,0.46577557921409607,0.4901021420955658,0.4806775450706482,0.5004952549934387,0.5418458580970764,0.5823021531105042,0.572176992893219,0.5226843357086182,modern,data/train/modern/150288.mp3
-168.87010192871094,86.0468521118164,40.642433166503906,44.383392333984375,9.641478538513184,23.3450870513916,-0.15836665034294128,7.732169151306152,0.411282479763031,6.185242176055908,-4.250013828277588,-1.9747945070266724,-2.2286744117736816,102.98540496826172,30.804948806762695,21.62799644470215,11.759243965148926,12.370506286621094,7.303525924682617,8.819032669067383,7.070317268371582,7.414607048034668,5.584927558898926,5.275991439819336,5.7895379066467285,5.290914535522461,2143.34863562545,4953.445673321311,2625.4392864686965,0.0631512938129357,95.703125,0.5841572284698486,0.6477494239807129,0.5731348991394043,0.4706125557422638,0.5227559804916382,0.4700913429260254,0.46445465087890625,0.5009828209877014,0.6024274230003357,0.6208979487419128,0.6013631820678711,0.584301233291626,modern,data/train/modern/145728.mp3
-52.04267883300781,117.27091979980469,-2.656219482421875,1.0509179830551147,-7.354679584503174,-1.5670702457427979,-6.5489678382873535,2.2679920196533203,-8.248772621154785,0.8364441394805908,-1.8884083032608032,-1.7708637714385986,-9.028030395507812,46.751949310302734,31.550174713134766,17.18754005432129,14.52918815612793,12.6571683883667,11.809382438659668,10.431633949279785,9.619311332702637,10.389086723327637,8.823094367980957,9.391502380371094,8.882622718811035,9.104650497436523,1962.410873217927,4173.633095944998,2335.673106200994,0.07543491800503097,92.28515625,0.45375245809555054,0.3446258306503296,0.4753322899341583,0.3778567314147949,0.34556880593299866,0.5440914034843445,0.3512180745601654,0.5837817788124084,0.3469791114330292,0.34090688824653625,0.4267042279243469,0.3276677429676056,modern,data/train/modern/114265.mp3
-290.469970703125,158.89112854003906,43.68406295776367,6.046372413635254,5.5587592124938965,15.822397232055664,-0.36327341198921204,0.16876788437366486,-4.246208190917969,0.8706076145172119,-1.1273049116134644,0.36975446343421936,-0.17846982181072235,78.5746078491211,40.66752243041992,24.361631393432617,15.490262985229492,13.418071746826172,10.167479515075684,9.04310417175293,9.369811058044434,10.826838493347168,9.867056846618652,9.883810997009277,11.996889114379883,11.34118366241455,1025.2827361649336,2063.117707929899,1491.94348754504,0.04261851883230054,86.1328125,0.3054708242416382,0.4172450602054596,0.521468460559845,0.23253914713859558,0.2115303874015808,0.17377832531929016,0.34887418150901794,0.3287905752658844,0.2973847985267639,0.4789051413536072,0.3322870433330536,0.5122016072273254,modern,data/train/modern/114042.mp3
